id,Date/time-south,Temperature[C]-south-glass,Humidity[%rH]-south-glass,Date/time-west,Temperature[C]-west-glass,Humidity[%rH]-west-glass,Date/time-east,Temperature[C]-east-glass,Humidity[%rH]-east-glass,Date/time-north,Temperature[C]-north-glass,Humidity[%rH]-north-glass
140,4/10/2024 6:14:00 AM,24.70,52.90,4/10/2024 6:27:00 AM,24.80,53.40,4/10/2024 6:25:00 AM,24.90,53.70,4/10/2024 6:03:00 AM,24.50,53.40
141,4/10/2024 7:14:00 AM,27.20,47.00,4/10/2024 7:27:00 AM,28.30,46.70,4/10/2024 7:25:00 AM,27.00,49.10,4/10/2024 7:03:00 AM,25.80,51.00
142,4/10/2024 8:14:00 AM,32.20,38.50,4/10/2024 8:27:00 AM,40.20,31.50,4/10/2024 8:25:00 AM,28.90,45.60,4/10/2024 8:03:00 AM,30.00,42.80
143,4/10/2024 9:14:00 AM,47.50,19.60,4/10/2024 9:27:00 AM,44.00,24.60,4/10/2024 9:25:00 AM,32.90,36.10,4/10/2024 9:03:00 AM,32.70,37.70
144,4/10/2024 10:14:00 AM,53.60,15.20,4/10/2024 10:27:00 AM,46.60,18.20,4/10/2024 10:25:00 AM,33.90,32.20,4/10/2024 10:03:00 AM,31.90,37.00
145,4/10/2024 11:14:00 AM,56.00,10.50,4/10/2024 11:27:00 AM,38.80,21.30,4/10/2024 11:25:00 AM,34.80,24.60,4/10/2024 11:03:00 AM,33.50,26.30
146,4/10/2024 12:14:00 PM,50.90,12.00,4/10/2024 12:27:00 PM,38.50,22.20,4/10/2024 12:25:00 PM,38.40,21.50,4/10/2024 12:03:00 PM,36.20,22.70
147,4/10/2024 1:14:00 PM,45.30,14.80,4/10/2024 1:27:00 PM,38.20,22.60,4/10/2024 1:25:00 PM,39.10,21.40,4/10/2024 1:03:00 PM,36.70,23.10
148,4/10/2024 2:14:00 PM,40.80,19.90,4/10/2024 2:27:00 PM,37.90,25.60,4/10/2024 2:25:00 PM,41.80,21.90,4/10/2024 2:03:00 PM,35.70,26.70
149,4/10/2024 3:14:00 PM,39.70,21.20,4/10/2024 3:27:00 PM,37.80,25.00,4/10/2024 3:25:00 PM,41.00,21.30,4/10/2024 3:03:00 PM,38.80,23.60
150,4/10/2024 4:14:00 PM,37.20,23.80,4/10/2024 4:27:00 PM,36.00,28.10,4/10/2024 4:25:00 PM,35.40,29.20,4/10/2024 4:03:00 PM,42.50,19.50
151,4/10/2024 5:14:00 PM,33.00,33.10,4/10/2024 5:27:00 PM,32.30,37.40,4/10/2024 5:25:00 PM,31.00,41.20,4/10/2024 5:03:00 PM,33.50,32.30
152,4/10/2024 6:14:00 PM,29.80,42.30,4/10/2024 6:27:00 PM,29.30,42.30,4/10/2024 6:25:00 PM,28.90,46.70,4/10/2024 6:03:00 PM,29.80,44.30
153,4/10/2024 7:14:00 PM,27.90,44.60,4/10/2024 7:27:00 PM,28.10,43.70,4/10/2024 7:25:00 PM,28.30,46.60,4/10/2024 7:03:00 PM,28.60,44.40
154,4/10/2024 8:14:00 PM,27.80,43.20,4/10/2024 8:27:00 PM,27.90,44.30,4/10/2024 8:25:00 PM,28.10,47.00,4/10/2024 8:03:00 PM,28.40,43.70
155,4/10/2024 9:14:00 PM,27.30,45.10,4/10/2024 9:27:00 PM,27.20,46.20,4/10/2024 9:25:00 PM,27.60,49.00,4/10/2024 9:03:00 PM,27.90,45.40
156,4/10/2024 10:14:00 PM,26.10,49.10,4/10/2024 10:27:00 PM,26.20,48.80,4/10/2024 10:25:00 PM,26.90,51.10,4/10/2024 10:03:00 PM,26.90,49.00
157,4/10/2024 11:14:00 PM,26.40,48.70,4/10/2024 11:27:00 PM,26.70,47.50,4/10/2024 11:25:00 PM,27.00,49.00,4/10/2024 11:03:00 PM,26.80,48.80
158,4/11/2024 12:14:00 AM,26.60,48.60,4/11/2024 12:27:00 AM,26.60,48.40,4/11/2024 12:25:00 AM,26.80,49.80,4/11/2024 12:03:00 AM,26.70,48.20
159,4/11/2024 1:14:00 AM,25.70,49.90,4/11/2024 1:27:00 AM,25.80,50.90,4/11/2024 1:25:00 AM,26.00,51.10,4/11/2024 1:03:00 AM,26.10,50.10
160,4/11/2024 2:14:00 AM,25.20,51.30,4/11/2024 2:27:00 AM,25.10,51.40,4/11/2024 2:25:00 AM,25.60,51.60,4/11/2024 2:03:00 AM,25.10,53.20
161,4/11/2024 3:14:00 AM,24.90,50.80,4/11/2024 3:27:00 AM,24.70,51.80,4/11/2024 3:25:00 AM,25.20,50.50,4/11/2024 3:03:00 AM,24.60,54.00
162,4/11/2024 4:14:00 AM,24.60,49.30,4/11/2024 4:27:00 AM,24.40,50.90,4/11/2024 4:25:00 AM,24.80,49.70,4/11/2024 4:03:00 AM,24.00,51.50
163,4/11/2024 5:14:00 AM,24.30,48.40,4/11/2024 5:27:00 AM,24.10,49.70,4/11/2024 5:25:00 AM,24.60,48.80,4/11/2024 5:03:00 AM,23.80,50.40
164,4/11/2024 6:14:00 AM,24.40,47.40,4/11/2024 6:27:00 AM,24.80,47.50,4/11/2024 6:25:00 AM,24.90,47.10,4/11/2024 6:03:00 AM,23.80,49.60
165,4/11/2024 7:14:00 AM,33.10,32.60,4/11/2024 7:27:00 AM,28.00,42.60,4/11/2024 7:25:00 AM,27.20,43.40,4/11/2024 7:03:00 AM,25.70,44.80
166,4/11/2024 8:14:00 AM,43.00,19.50,4/11/2024 8:27:00 AM,44.80,23.20,4/11/2024 8:25:00 AM,30.10,38.80,4/11/2024 8:03:00 AM,34.70,29.70
167,4/11/2024 9:14:00 AM,51.80,15.20,4/11/2024 9:27:00 AM,50.60,18.40,4/11/2024 9:25:00 AM,33.50,34.50,4/11/2024 9:03:00 AM,31.80,34.80
168,4/11/2024 10:14:00 AM,54.50,13.10,4/11/2024 10:27:00 AM,49.40,17.10,4/11/2024 10:25:00 AM,34.30,32.60,4/11/2024 10:03:00 AM,32.60,34.80
169,4/11/2024 11:14:00 AM,54.30,12.50,4/11/2024 11:27:00 AM,39.20,24.50,4/11/2024 11:25:00 AM,35.20,30.40,4/11/2024 11:03:00 AM,34.10,31.50
170,4/11/2024 12:14:00 PM,50.80,13.60,4/11/2024 12:27:00 PM,40.00,24.60,4/11/2024 12:25:00 PM,40.30,23.30,4/11/2024 12:03:00 PM,35.70,29.00
171,4/11/2024 1:14:00 PM,44.40,20.50,4/11/2024 1:27:00 PM,37.70,31.30,4/11/2024 1:25:00 PM,40.20,29.20,4/11/2024 1:03:00 PM,35.30,34.10
172,4/11/2024 2:14:00 PM,41.10,26.90,4/11/2024 2:27:00 PM,38.20,33.90,4/11/2024 2:25:00 PM,37.70,36.10,4/11/2024 2:03:00 PM,35.90,36.70
173,4/11/2024 3:14:00 PM,39.40,30.70,4/11/2024 3:27:00 PM,37.00,35.10,4/11/2024 3:25:00 PM,40.80,29.70,4/11/2024 3:03:00 PM,36.80,36.50
174,4/11/2024 4:14:00 PM,36.50,33.00,4/11/2024 4:27:00 PM,36.20,35.10,4/11/2024 4:25:00 PM,35.80,36.90,4/11/2024 4:03:00 PM,43.00,25.20
175,4/11/2024 5:14:00 PM,33.20,38.80,4/11/2024 5:27:00 PM,32.00,42.20,4/11/2024 5:25:00 PM,31.10,48.10,4/11/2024 5:03:00 PM,34.10,38.90
176,4/11/2024 6:14:00 PM,30.80,46.30,4/11/2024 6:27:00 PM,30.20,47.40,4/11/2024 6:25:00 PM,29.80,53.70,4/11/2024 6:03:00 PM,33.50,42.20
177,4/11/2024 7:14:00 PM,28.60,59.50,4/11/2024 7:27:00 PM,28.20,58.30,4/11/2024 7:25:00 PM,28.20,65.60,4/11/2024 7:03:00 PM,27.90,77.70
178,4/11/2024 8:14:00 PM,27.90,63.80,4/11/2024 8:27:00 PM,27.70,62.50,4/11/2024 8:25:00 PM,27.50,69.70,4/11/2024 8:03:00 PM,27.80,65.90
179,4/11/2024 9:14:00 PM,27.10,66.90,4/11/2024 9:27:00 PM,26.90,63.90,4/11/2024 9:25:00 PM,26.90,67.40,4/11/2024 9:03:00 PM,24.70,93.10
180,4/11/2024 10:14:00 PM,27.20,62.10,4/11/2024 10:27:00 PM,27.00,61.10,4/11/2024 10:25:00 PM,27.30,63.50,4/11/2024 10:03:00 PM,25.40,87.40
181,4/11/2024 11:14:00 PM,27.20,61.00,4/11/2024 11:27:00 PM,27.10,60.90,4/11/2024 11:25:00 PM,27.30,62.00,4/11/2024 11:03:00 PM,25.90,80.90
182,4/12/2024 12:14:00 AM,27.10,59.10,4/12/2024 12:27:00 AM,27.00,59.30,4/12/2024 12:25:00 AM,27.20,60.70,4/12/2024 12:03:00 AM,26.20,83.70
183,4/12/2024 1:14:00 AM,26.90,65.70,4/12/2024 1:27:00 AM,26.60,63.10,4/12/2024 1:25:00 AM,26.90,65.30,4/12/2024 1:03:00 AM,26.00,76.70
184,4/12/2024 2:14:00 AM,26.20,67.00,4/12/2024 2:27:00 AM,25.90,66.10,4/12/2024 2:25:00 AM,26.30,67.80,4/12/2024 2:03:00 AM,25.90,77.30
185,4/12/2024 3:14:00 AM,26.30,68.90,4/12/2024 3:27:00 AM,26.10,68.20,4/12/2024 3:25:00 AM,26.30,71.10,4/12/2024 3:03:00 AM,25.80,75.20
186,4/12/2024 4:14:00 AM,26.30,68.60,4/12/2024 4:27:00 AM,26.30,67.50,4/12/2024 4:25:00 AM,26.50,69.60,4/12/2024 4:03:00 AM,26.00,72.10
187,4/12/2024 5:14:00 AM,26.10,72.50,4/12/2024 5:27:00 AM,26.00,69.90,4/12/2024 5:25:00 AM,26.20,72.00,4/12/2024 5:03:00 AM,25.60,74.10
188,4/12/2024 6:14:00 AM,26.10,71.10,4/12/2024 6:27:00 AM,26.30,69.80,4/12/2024 6:25:00 AM,26.30,72.60,4/12/2024 6:03:00 AM,25.70,73.70
189,4/12/2024 7:14:00 AM,32.10,52.00,4/12/2024 7:27:00 AM,30.70,58.90,4/12/2024 7:25:00 AM,28.60,62.90,4/12/2024 7:03:00 AM,27.90,64.70
190,4/12/2024 8:14:00 AM,45.60,30.70,4/12/2024 8:27:00 AM,46.90,31.50,4/12/2024 8:25:00 AM,32.20,52.60,4/12/2024 8:03:00 AM,35.70,45.10
191,4/12/2024 9:14:00 AM,47.20,22.60,4/12/2024 9:27:00 AM,46.20,25.90,4/12/2024 9:25:00 AM,35.50,40.60,4/12/2024 9:03:00 AM,36.20,39.70
192,4/12/2024 10:14:00 AM,44.60,22.60,4/12/2024 10:27:00 AM,40.50,29.10,4/12/2024 10:25:00 AM,34.80,35.80,4/12/2024 10:03:00 AM,36.70,32.80
193,4/12/2024 11:14:00 AM,52.00,15.90,4/12/2024 11:27:00 AM,40.10,26.20,4/12/2024 11:25:00 AM,36.40,29.80,4/12/2024 11:03:00 AM,33.90,37.10
194,4/12/2024 12:14:00 PM,52.50,15.60,4/12/2024 12:27:00 PM,39.30,32.10,4/12/2024 12:25:00 PM,40.00,31.90,4/12/2024 12:03:00 PM,38.50,32.70
195,4/12/2024 1:14:00 PM,43.50,19.70,4/12/2024 1:27:00 PM,37.10,28.20,4/12/2024 1:25:00 PM,43.70,20.30,4/12/2024 1:03:00 PM,35.80,33.10
196,4/12/2024 2:14:00 PM,41.00,20.80,4/12/2024 2:27:00 PM,37.90,26.20,4/12/2024 2:25:00 PM,45.90,17.20,4/12/2024 2:03:00 PM,36.20,26.60
197,4/12/2024 3:14:00 PM,39.00,22.60,4/12/2024 3:27:00 PM,36.10,28.20,4/12/2024 3:25:00 PM,40.50,22.70,4/12/2024 3:03:00 PM,41.30,20.80
198,4/12/2024 4:14:00 PM,36.40,26.10,4/12/2024 4:27:00 PM,34.60,31.40,4/12/2024 4:25:00 PM,35.40,29.90,4/12/2024 4:03:00 PM,40.70,23.20
199,4/12/2024 5:14:00 PM,34.20,29.40,4/12/2024 5:27:00 PM,32.70,33.10,4/12/2024 5:25:00 PM,32.30,34.00,4/12/2024 5:03:00 PM,39.70,23.20
200,4/12/2024 6:14:00 PM,31.00,32.30,4/12/2024 6:27:00 PM,30.10,35.50,4/12/2024 6:25:00 PM,29.90,36.40,4/12/2024 6:03:00 PM,31.60,30.40
201,4/12/2024 7:14:00 PM,28.90,39.60,4/12/2024 7:27:00 PM,28.70,40.70,4/12/2024 7:25:00 PM,28.60,40.70,4/12/2024 7:03:00 PM,29.00,39.20
202,4/12/2024 8:14:00 PM,28.20,40.00,4/12/2024 8:27:00 PM,28.00,39.30,4/12/2024 8:25:00 PM,28.10,39.90,4/12/2024 8:03:00 PM,28.30,42.30
203,4/12/2024 9:14:00 PM,27.80,41.20,4/12/2024 9:27:00 PM,27.60,41.70,4/12/2024 9:25:00 PM,27.90,42.10,4/12/2024 9:03:00 PM,27.70,41.80
204,4/12/2024 10:14:00 PM,27.20,39.10,4/12/2024 10:27:00 PM,27.30,41.60,4/12/2024 10:25:00 PM,27.70,41.00,4/12/2024 10:03:00 PM,27.70,36.90
205,4/12/2024 11:14:00 PM,26.40,41.00,4/12/2024 11:27:00 PM,26.50,42.00,4/12/2024 11:25:00 PM,26.90,42.10,4/12/2024 11:03:00 PM,27.00,41.30
206,4/13/2024 12:14:00 AM,26.40,43.60,4/13/2024 12:27:00 AM,26.40,44.40,4/13/2024 12:25:00 AM,26.70,45.80,4/13/2024 12:03:00 AM,26.70,45.40
207,4/13/2024 1:14:00 AM,26.10,44.80,4/13/2024 1:27:00 AM,25.90,46.00,4/13/2024 1:25:00 AM,26.40,47.20,4/13/2024 1:03:00 AM,26.10,46.10
208,4/13/2024 2:14:00 AM,25.90,47.00,4/13/2024 2:27:00 AM,25.80,48.10,4/13/2024 2:25:00 AM,26.20,50.40,4/13/2024 2:03:00 AM,26.00,48.00
209,4/13/2024 3:14:00 AM,25.60,54.10,4/13/2024 3:27:00 AM,25.50,55.00,4/13/2024 3:25:00 AM,25.80,58.50,4/13/2024 3:03:00 AM,25.60,56.50
210,4/13/2024 4:14:00 AM,25.10,56.70,4/13/2024 4:27:00 AM,24.90,56.10,4/13/2024 4:25:00 AM,25.20,57.00,4/13/2024 4:03:00 AM,24.90,56.60
211,4/13/2024 5:14:00 AM,24.70,59.90,4/13/2024 5:27:00 AM,24.60,59.70,4/13/2024 5:25:00 AM,24.90,60.40,4/13/2024 5:03:00 AM,24.50,61.00
212,4/13/2024 6:14:00 AM,24.10,62.50,4/13/2024 6:27:00 AM,24.40,61.60,4/13/2024 6:25:00 AM,24.40,63.00,4/13/2024 6:03:00 AM,23.60,66.30
213,4/13/2024 7:14:00 AM,31.80,47.10,4/13/2024 7:27:00 AM,27.50,55.40,4/13/2024 7:25:00 AM,26.30,59.20,4/13/2024 7:03:00 AM,26.10,59.30
214,4/13/2024 8:14:00 AM,44.90,24.40,4/13/2024 8:27:00 AM,46.30,21.40,4/13/2024 8:25:00 AM,30.00,47.10,4/13/2024 8:03:00 AM,35.40,37.20
215,4/13/2024 9:14:00 AM,49.10,17.10,4/13/2024 9:27:00 AM,48.50,20.20,4/13/2024 9:25:00 AM,32.50,38.10,4/13/2024 9:03:00 AM,31.10,39.00
216,4/13/2024 10:14:00 AM,52.80,12.20,4/13/2024 10:27:00 AM,50.40,15.10,4/13/2024 10:25:00 AM,34.20,23.40,4/13/2024 10:03:00 AM,32.50,32.80
217,4/13/2024 11:14:00 AM,53.10,7.10,4/13/2024 11:27:00 AM,37.70,14.50,4/13/2024 11:25:00 AM,34.40,16.50,4/13/2024 11:03:00 AM,34.30,15.70
218,4/13/2024 12:14:00 PM,51.10,8.20,4/13/2024 12:27:00 PM,36.80,17.30,4/13/2024 12:25:00 PM,38.30,16.60,4/13/2024 12:03:00 PM,33.90,18.00
219,4/13/2024 1:14:00 PM,44.10,11.00,4/13/2024 1:27:00 PM,37.40,18.30,4/13/2024 1:25:00 PM,41.30,14.70,4/13/2024 1:03:00 PM,34.60,18.30
220,4/13/2024 2:14:00 PM,41.20,16.30,4/13/2024 2:27:00 PM,37.00,22.60,4/13/2024 2:25:00 PM,38.60,21.20,4/13/2024 2:03:00 PM,34.90,24.10
221,4/13/2024 3:14:00 PM,38.00,20.10,4/13/2024 3:27:00 PM,36.10,24.50,4/13/2024 3:25:00 PM,38.40,22.20,4/13/2024 3:03:00 PM,37.20,21.90
222,4/13/2024 4:14:00 PM,36.00,24.20,4/13/2024 4:27:00 PM,34.40,24.40,4/13/2024 4:25:00 PM,33.10,29.60,4/13/2024 4:03:00 PM,34.50,27.10
223,4/13/2024 5:14:00 PM,32.20,30.00,4/13/2024 5:27:00 PM,30.10,36.20,4/13/2024 5:25:00 PM,29.80,37.00,4/13/2024 5:03:00 PM,30.80,33.40
224,4/13/2024 6:14:00 PM,29.30,31.50,4/13/2024 6:27:00 PM,28.50,32.30,4/13/2024 6:25:00 PM,28.20,34.60,4/13/2024 6:03:00 PM,28.90,34.40
225,4/13/2024 7:14:00 PM,27.60,38.00,4/13/2024 7:27:00 PM,27.10,38.50,4/13/2024 7:25:00 PM,27.00,39.90,4/13/2024 7:03:00 PM,22.20,92.90
226,4/13/2024 8:14:00 PM,26.80,41.40,4/13/2024 8:27:00 PM,26.70,39.10,4/13/2024 8:25:00 PM,26.70,40.70,4/13/2024 8:03:00 PM,21.10,92.90
227,4/13/2024 9:14:00 PM,26.30,40.30,4/13/2024 9:27:00 PM,26.20,41.80,4/13/2024 9:25:00 PM,26.30,43.40,4/13/2024 9:03:00 PM,23.30,82.40
228,4/13/2024 10:14:00 PM,26.30,43.00,4/13/2024 10:27:00 PM,26.40,42.10,4/13/2024 10:25:00 PM,26.60,42.70,4/13/2024 10:03:00 PM,24.50,81.30
229,4/13/2024 11:14:00 PM,25.90,53.90,4/13/2024 11:27:00 PM,25.60,52.70,4/13/2024 11:25:00 PM,25.80,57.50,4/13/2024 11:03:00 PM,22.80,76.90
230,4/14/2024 12:14:00 AM,25.40,51.50,4/14/2024 12:27:00 AM,25.00,51.20,4/14/2024 12:25:00 AM,25.30,51.70,4/14/2024 12:03:00 AM,24.40,60.30
231,4/14/2024 1:14:00 AM,24.90,51.40,4/14/2024 1:27:00 AM,24.80,53.50,4/14/2024 1:25:00 AM,25.00,56.60,4/14/2024 1:03:00 AM,24.50,55.00
232,4/14/2024 2:14:00 AM,24.60,52.10,4/14/2024 2:27:00 AM,24.40,53.00,4/14/2024 2:25:00 AM,24.80,55.20,4/14/2024 2:03:00 AM,24.20,58.20
233,4/14/2024 3:14:00 AM,24.30,53.20,4/14/2024 3:27:00 AM,24.40,53.20,4/14/2024 3:25:00 AM,24.80,55.50,4/14/2024 3:03:00 AM,23.80,58.60
234,4/14/2024 4:14:00 AM,24.40,53.00,4/14/2024 4:27:00 AM,23.90,54.30,4/14/2024 4:25:00 AM,24.50,54.50,4/14/2024 4:03:00 AM,23.60,58.70
235,4/14/2024 5:14:00 AM,23.30,55.40,4/14/2024 5:27:00 AM,23.20,56.40,4/14/2024 5:25:00 AM,23.90,55.90,4/14/2024 5:03:00 AM,23.00,60.00
236,4/14/2024 6:14:00 AM,23.10,59.50,4/14/2024 6:27:00 AM,23.40,57.00,4/14/2024 6:25:00 AM,23.40,59.40,4/14/2024 6:03:00 AM,22.00,64.10
237,4/14/2024 7:14:00 AM,30.20,44.40,4/14/2024 7:27:00 AM,26.40,52.50,4/14/2024 7:25:00 AM,25.50,55.30,4/14/2024 7:03:00 AM,24.80,57.80
238,4/14/2024 8:14:00 AM,41.30,26.20,4/14/2024 8:27:00 AM,42.80,25.30,4/14/2024 8:25:00 AM,28.00,46.50,4/14/2024 8:03:00 AM,32.40,40.00
239,4/14/2024 9:14:00 AM,48.20,16.80,4/14/2024 9:27:00 AM,47.70,19.50,4/14/2024 9:25:00 AM,30.50,36.00,4/14/2024 9:03:00 AM,28.90,42.20
240,4/14/2024 10:14:00 AM,51.20,13.20,4/14/2024 10:27:00 AM,46.70,16.80,4/14/2024 10:25:00 AM,31.10,31.90,4/14/2024 10:03:00 AM,29.40,36.60
241,4/14/2024 11:14:00 AM,51.50,9.10,4/14/2024 11:27:00 AM,35.40,17.80,4/14/2024 11:25:00 AM,31.40,20.40,4/14/2024 11:03:00 AM,30.60,21.50
242,4/14/2024 12:14:00 PM,49.00,8.80,4/14/2024 12:27:00 PM,34.00,18.60,4/14/2024 12:25:00 PM,35.00,16.10,4/14/2024 12:03:00 PM,31.10,18.80
243,4/14/2024 1:14:00 PM,40.20,13.20,4/14/2024 1:27:00 PM,34.70,19.30,4/14/2024 1:25:00 PM,39.00,16.40,4/14/2024 1:03:00 PM,31.70,22.00
244,4/14/2024 2:14:00 PM,37.20,14.80,4/14/2024 2:27:00 PM,35.50,17.40,4/14/2024 2:25:00 PM,37.70,14.80,4/14/2024 2:03:00 PM,31.80,20.10
245,4/14/2024 3:14:00 PM,36.50,15.80,4/14/2024 3:27:00 PM,36.10,17.70,4/14/2024 3:25:00 PM,40.00,14.20,4/14/2024 3:03:00 PM,39.30,15.30
246,4/14/2024 4:14:00 PM,34.50,17.50,4/14/2024 4:27:00 PM,34.70,19.10,4/14/2024 4:25:00 PM,34.10,18.40,4/14/2024 4:03:00 PM,41.00,12.80
247,4/14/2024 5:14:00 PM,31.80,21.00,4/14/2024 5:27:00 PM,32.80,21.10,4/14/2024 5:25:00 PM,30.80,22.50,4/14/2024 5:03:00 PM,40.30,14.70
248,4/14/2024 6:14:00 PM,28.90,24.10,4/14/2024 6:27:00 PM,29.20,25.20,4/14/2024 6:25:00 PM,28.70,26.70,4/14/2024 6:03:00 PM,35.40,18.60
249,4/14/2024 7:14:00 PM,26.40,27.90,4/14/2024 7:27:00 PM,26.70,29.10,4/14/2024 7:25:00 PM,26.80,30.80,4/14/2024 7:03:00 PM,27.40,27.30
250,4/14/2024 8:14:00 PM,25.50,30.40,4/14/2024 8:27:00 PM,25.70,31.60,4/14/2024 8:25:00 PM,26.10,33.70,4/14/2024 8:03:00 PM,25.70,31.50
251,4/14/2024 9:14:00 PM,24.90,33.20,4/14/2024 9:27:00 PM,25.10,32.80,4/14/2024 9:25:00 PM,25.80,34.10,4/14/2024 9:03:00 PM,25.00,34.70
252,4/14/2024 10:14:00 PM,24.50,35.40,4/14/2024 10:27:00 PM,24.60,35.60,4/14/2024 10:25:00 PM,25.50,36.90,4/14/2024 10:03:00 PM,24.70,36.70
253,4/14/2024 11:14:00 PM,24.00,39.50,4/14/2024 11:27:00 PM,24.30,40.30,4/14/2024 11:25:00 PM,25.00,43.40,4/14/2024 11:03:00 PM,24.30,40.60
254,4/15/2024 12:14:00 AM,23.70,48.40,4/15/2024 12:27:00 AM,23.80,49.00,4/15/2024 12:25:00 AM,24.50,53.70,4/15/2024 12:03:00 AM,23.50,51.30
255,4/15/2024 1:14:00 AM,23.40,50.70,4/15/2024 1:27:00 AM,23.30,48.90,4/15/2024 1:25:00 AM,24.00,52.10,4/15/2024 1:03:00 AM,23.30,53.60
256,4/15/2024 2:14:00 AM,22.80,46.20,4/15/2024 2:27:00 AM,22.70,48.50,4/15/2024 2:25:00 AM,23.30,48.20,4/15/2024 2:03:00 AM,22.10,49.90
257,4/15/2024 3:14:00 AM,22.10,43.40,4/15/2024 3:27:00 AM,22.20,46.50,4/15/2024 3:25:00 AM,22.60,45.10,4/15/2024 3:03:00 AM,21.50,47.60
258,4/15/2024 4:14:00 AM,21.60,43.10,4/15/2024 4:27:00 AM,21.70,44.70,4/15/2024 4:25:00 AM,22.00,43.70,4/15/2024 4:03:00 AM,21.00,48.20
259,4/15/2024 5:14:00 AM,21.60,46.40,4/15/2024 5:27:00 AM,21.60,48.50,4/15/2024 5:25:00 AM,21.90,48.30,4/15/2024 5:03:00 AM,20.60,47.70
260,4/15/2024 6:14:00 AM,21.60,46.50,4/15/2024 6:27:00 AM,21.80,45.10,4/15/2024 6:25:00 AM,21.70,45.20,4/15/2024 6:03:00 AM,20.40,52.40
261,4/15/2024 7:14:00 AM,27.30,32.50,4/15/2024 7:27:00 AM,24.60,36.90,4/15/2024 7:25:00 AM,23.90,38.10,4/15/2024 7:03:00 AM,23.40,38.40
262,4/15/2024 8:14:00 AM,43.40,15.20,4/15/2024 8:27:00 AM,44.00,17.20,4/15/2024 8:25:00 AM,28.00,30.30,4/15/2024 8:03:00 AM,32.40,25.20
263,4/15/2024 9:14:00 AM,49.50,10.40,4/15/2024 9:27:00 AM,46.00,12.20,4/15/2024 9:25:00 AM,31.30,22.30,4/15/2024 9:03:00 AM,29.50,24.10
264,4/15/2024 10:14:00 AM,51.20,9.50,4/15/2024 10:27:00 AM,46.70,14.40,4/15/2024 10:25:00 AM,32.40,25.40,4/15/2024 10:03:00 AM,30.90,23.60
265,4/15/2024 11:14:00 AM,50.40,11.60,4/15/2024 11:27:00 AM,35.30,24.90,4/15/2024 11:25:00 AM,32.70,29.80,4/15/2024 11:03:00 AM,32.10,27.60
266,4/15/2024 12:14:00 PM,48.00,15.20,4/15/2024 12:27:00 PM,37.30,27.10,4/15/2024 12:25:00 PM,39.40,27.50,4/15/2024 12:03:00 PM,34.70,29.60
267,4/15/2024 1:14:00 PM,42.80,19.20,4/15/2024 1:27:00 PM,39.30,24.40,4/15/2024 1:25:00 PM,39.20,24.60,4/15/2024 1:03:00 PM,41.40,23.80
268,4/15/2024 2:14:00 PM,36.80,26.90,4/15/2024 2:27:00 PM,36.30,30.10,4/15/2024 2:25:00 PM,35.20,32.00,4/15/2024 2:03:00 PM,37.70,25.40
269,4/15/2024 3:14:00 PM,36.50,30.60,4/15/2024 3:27:00 PM,33.60,35.70,4/15/2024 3:25:00 PM,33.10,37.30,4/15/2024 3:03:00 PM,37.50,31.70
270,4/15/2024 4:14:00 PM,34.50,38.40,4/15/2024 4:27:00 PM,34.60,38.30,4/15/2024 4:25:00 PM,33.40,42.20,4/15/2024 4:03:00 PM,34.80,34.90
271,4/15/2024 5:14:00 PM,32.90,43.60,4/15/2024 5:27:00 PM,32.90,44.30,4/15/2024 5:25:00 PM,32.00,46.00,4/15/2024 5:03:00 PM,34.80,39.20
272,4/15/2024 6:14:00 PM,29.40,51.20,4/15/2024 6:27:00 PM,29.00,55.90,4/15/2024 6:25:00 PM,28.70,54.20,4/15/2024 6:03:00 PM,32.50,44.60
273,4/15/2024 7:14:00 PM,26.80,62.00,4/15/2024 7:27:00 PM,27.10,61.30,4/15/2024 7:25:00 PM,26.80,60.20,4/15/2024 7:03:00 PM,28.00,57.10
274,4/15/2024 8:14:00 PM,25.90,63.10,4/15/2024 8:27:00 PM,26.20,60.70,4/15/2024 8:25:00 PM,26.00,61.30,4/15/2024 8:03:00 PM,26.90,59.50
275,4/15/2024 9:14:00 PM,25.50,62.50,4/15/2024 9:27:00 PM,26.10,60.70,4/15/2024 9:25:00 PM,26.10,61.30,4/15/2024 9:03:00 PM,26.50,59.00
276,4/15/2024 10:14:00 PM,24.90,66.80,4/15/2024 10:27:00 PM,25.40,63.50,4/15/2024 10:25:00 PM,25.20,65.20,4/15/2024 10:03:00 PM,26.00,64.70
277,4/15/2024 11:14:00 PM,25.40,70.40,4/15/2024 11:27:00 PM,26.00,69.60,4/15/2024 11:25:00 PM,25.80,69.10,4/15/2024 11:03:00 PM,26.20,64.50
278,4/16/2024 12:14:00 AM,25.90,73.20,4/16/2024 12:27:00 AM,26.30,71.10,4/16/2024 12:25:00 AM,26.20,72.60,4/16/2024 12:03:00 AM,26.60,67.30
279,4/16/2024 1:14:00 AM,23.10,95.90,4/16/2024 1:27:00 AM,25.20,76.60,4/16/2024 1:25:00 AM,25.20,79.30,4/16/2024 1:03:00 AM,23.90,95.60
280,4/16/2024 2:14:00 AM,21.30,94.50,4/16/2024 2:27:00 AM,22.20,88.60,4/16/2024 2:25:00 AM,21.20,96.60,4/16/2024 2:03:00 AM,22.30,96.50
